"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 03 12:54:40 GMT 2022","Thu Feb 03 12:54:44 GMT 2022","4268","Single","SingleTest","com.browserstack.DemoTest","com.browserstack.DemoTest","postToWebAppWall","postToWebAppWall",""
"failed","Thu Feb 03 12:54:59 GMT 2022","Thu Feb 03 12:55:42 GMT 2022","42880","Single","SingleTest","com.browserstack.DemoTest","com.browserstack.DemoTest","test1","test1",""
