"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 03 12:51:30 GMT 2022","Thu Feb 03 12:51:40 GMT 2022","9777","Single","SingleTest","com.browserstack.DemoTest","com.browserstack.DemoTest","postToWebAppWall","postToWebAppWall",""
"failed","Thu Feb 03 12:51:52 GMT 2022","Thu Feb 03 12:52:32 GMT 2022","40072","Single","SingleTest","com.browserstack.DemoTest","com.browserstack.DemoTest","test1","test1",""
