"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jan 26 15:05:40 GMT 2022","Wed Jan 26 15:05:40 GMT 2022","0","Single","SingleTest","com.browserstack.DemoTest","com.browserstack.DemoTest","tearDown","tearDown",""
"failed","Thu Jan 27 14:40:07 GMT 2022","Thu Jan 27 14:40:53 GMT 2022","45884","Single","SingleTest","com.browserstack.DemoTest","com.browserstack.DemoTest","postToWebAppWall","postToWebAppWall",""
