"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 03 12:40:38 GMT 2022","Thu Feb 03 12:40:43 GMT 2022","4361","Single","SingleTest","com.browserstack.DemoTest","com.browserstack.DemoTest","postToWebAppWall","postToWebAppWall",""
"failed","Thu Feb 03 12:40:54 GMT 2022","Thu Feb 03 12:41:34 GMT 2022","39921","Single","SingleTest","com.browserstack.DemoTest","com.browserstack.DemoTest","test1","test1",""
