"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 03 13:26:48 GMT 2022","Thu Feb 03 13:26:54 GMT 2022","5425","Single","SingleTest","com.browserstack.DemoTest","com.browserstack.DemoTest","postToWebAppWall","postToWebAppWall",""
"failed","Thu Feb 03 13:27:05 GMT 2022","Thu Feb 03 13:27:46 GMT 2022","41015","Single","SingleTest","com.browserstack.DemoTest","com.browserstack.DemoTest","test1","test1",""
