"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jan 29 06:16:18 GMT 2022","Sat Jan 29 06:16:54 GMT 2022","35801","Single","SingleTest","com.browserstack.DemoTest","com.browserstack.DemoTest","test1","test1",""
"passed","Sat Jan 29 06:16:06 GMT 2022","Sat Jan 29 06:16:10 GMT 2022","4650","Single","SingleTest","com.browserstack.DemoTest","com.browserstack.DemoTest","postToWebAppWall","postToWebAppWall",""
